date,GPP.daily,GPP.daily.sd,GPP.daily.grad,ER.daily,ER.daily.sd,ER.daily.grad,K600.daily,K600.daily.sd,K600.daily.grad,minimum,iterations,code,code.str,warnings,errors
2017-10-01,0.3008429537335106,0.02328271645607016,7.68324259770025e-4,-0.607904720677032,0.24334515447270036,8.076841577775432e-4,0.407106440815718,0.23310782293399687,8.838470240135613e-4,-12.338910718415729,28,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-02,0.30142871762087103,0.3470998848626847,-3.786748692391481e-6,-20.49221308763828,20.911261415258945,-4.054406507345363e-6,19.448793395800458,19.800757842750563,-4.213103950476835e-6,30.23436038973355,23,1,"relative gradient is close to zero, current iterate is probably solution",,
2017-10-03,0.03141170034430175,0.027611093105576117,-1.3768965663729635,1.8862285858886978,0.7468970464114248,-0.9128872594272855,-1.8747185213158375,0.782224276715382,-0.9890425255241189,-15.418020075401127,36,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-04,0.26366508460373983,0.13161638720169508,5.516168563590712e-5,-17.993343426177546,8.11714046880343,2.4312448434608667e-5,18.504476413562134,8.376375906649944,2.3115811137159798e-5,1.6517608261032946,20,2,"successive iterates within tolerance, current iterate is probably solution",,
2017-10-05,-0.06387107815487601,0.01599261848106012,-0.044238486149872316,-4.126304800789424,0.9894021363678009,-0.02643165766258446,4.05107554426732,0.9584474220827329,-0.028542214803195496,-51.11758076182592,29,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-06,-0.031161613153638384,0.02515294436227779,5.5262909803843686e-5,-2.575823591755236,0.8684998974546829,4.318735236097378e-5,2.308795630622531,0.7777235668377562,4.662263464183521e-5,-41.4696271877146,29,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-07,0.0415926780938175,0.013580746956496843,2.9027476422527316e-4,-3.3506593201078427,0.3147694539538527,9.804022411685756e-4,2.6863662278903484,0.25900417006539334,0.0011775357364740547,-86.72990407166263,30,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-08,0.008564991788407268,0.006744753561202395,-0.0019726771061101523,-1.6800851447055463,NA,-0.0016341495765459498,1.1886861043289085,NA,-0.002190623256126399,-88.6056610176707,24,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,NaNs produced; last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-09,-0.006797084447141806,0.003976899727142424,-2327.1881265906536,0.7031824056752618,NA,-1858.6958650866718,-0.4961674378621419,NA,-2581.1235593913416,-155.1953878332095,42,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,NA/Inf replaced by maximum positive value; NaNs produced; last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
2017-10-10,-0.0012672321760445924,0.001008959500513188,71239.12487474705,0.13968299480843668,NA,62098.39739509863,-0.0947896381317516,NA,46305.363570145644,-414.16337354590223,42,3,last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,NaNs produced; last global step failed to locate a point lower than estimate. Either estimate is an approximate local minimum of the function or steptol is too small,
