solar.time,DO.obs,DO.sat,depth,temp.water,light,discharge
2019-10-01T00:14:51Z,-0.02,8.449413499725344,NA,23.74,0,NA
2019-10-01T00:29:51Z,-0.02,8.45232747435249,NA,23.72,0,NA
2019-10-01T00:44:51Z,-0.02,8.459710372780302,NA,23.68,0,NA
2019-10-01T00:59:51Z,-0.02,8.462630723016902,NA,23.66,0,NA
2019-10-01T01:14:51Z,0.04,8.467788094848913,NA,23.62,0,NA
2019-10-01T01:29:51Z,0.27,8.47476272566914,NA,23.58,0,NA
2019-10-01T01:44:51Z,0.27,8.479072469118401,NA,23.54,0,NA
2019-10-01T01:59:51Z,0.32,8.48114319972167,NA,23.52,0,NA
2019-10-01T02:14:51Z,0.42,8.488052157354772,NA,23.48,0,NA
2019-10-01T02:29:51Z,0.36,8.49125097102022,NA,23.46,0,NA
2019-10-01T02:44:51Z,0.3,8.495666857444242,NA,23.42,0,NA
2019-10-01T02:59:51Z,0.36,8.501213181482864,NA,23.38,0,NA
2019-10-01T03:14:51Z,0.31,8.506931230236438,NA,23.36,0,NA
2019-10-01T03:29:51Z,0.28,8.510142869138802,NA,23.34,0,NA
2019-10-01T03:44:51Z,0.33,8.516052918659136,NA,23.3,0,NA
2019-10-01T03:59:51Z,0.25,8.517537867590457,NA,23.28,0,NA
2019-10-01T04:14:51Z,0.24,8.522491017101816,NA,23.26,0,NA
2019-10-01T04:29:51Z,0.19,8.52571332653973,NA,23.24,0,NA
2019-10-01T04:44:51Z,0.2,8.530672610893504,NA,23.22,0,NA
2019-10-01T04:59:51Z,0.18,8.537997308450294,NA,23.18,0,NA
2019-10-01T05:14:51Z,0.22,8.544355088630189,NA,23.16,0,NA
2019-10-01T05:29:51Z,0.16,8.547590274016155,NA,23.14,0,NA
2019-10-01T05:44:51Z,0.08,8.555718676111697,NA,23.1,0,NA
2019-10-01T05:59:51Z,0.11,8.557308977261517,NA,23.08,3.288418770896007,NA
2019-10-01T06:14:51Z,0.18,8.561074808012316,NA,23.06,61.27306170414545,NA
2019-10-01T06:29:51Z,0.15,8.564843197296591,NA,23.04,118.83014100061634,NA
2019-10-01T06:44:51Z,0.15,8.568701186640588,NA,23.02,175.71307739537338,NA
2019-10-01T06:59:51Z,0.09,8.572735937631967,NA,23,231.67817977806584,NA
2019-10-01T07:14:51Z,0.03,8.575989546204122,NA,22.98,286.48568918341203,NA
2019-10-01T07:29:51Z,0.04,8.576980012516076,NA,22.96,339.9008058931303,NA
2019-10-01T07:44:51Z,0.14,8.582067597516753,NA,22.94,391.6946953794346,NA
2019-10-01T07:59:51Z,0.09,8.583026346254616,NA,22.94,441.6454686218394,NA
2019-10-01T08:14:51Z,0.01,8.583374982159294,NA,22.94,489.53913274722095,NA
2019-10-01T08:29:51Z,0.06,8.58381077704014,NA,22.94,535.1705076991386,NA
2019-10-01T08:44:51Z,-0.02,8.58389793601631,NA,22.94,578.3441053326871,NA
2019-10-01T08:59:51Z,-0.02,8.584595207825666,NA,22.94,618.874966837004,NA
2019-10-01T09:14:51Z,-0.02,8.58415941294482,NA,22.94,656.5894551554376,NA
2019-10-01T09:29:51Z,-0.02,8.580203781480384,NA,22.96,691.325998813739,NA
2019-10-01T09:44:51Z,-0.02,8.580116652589458,NA,22.96,722.9357841339074,NA
