date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,3.0927377411702826,0.0033087505828309494,0.12043515711513396,2.8663320765398423,3.009881574693945,3.0851610583977527,3.170720930993329,3.339121497557684,1324.8859832232345,0.9997782465920465
