date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,0.9299868919768234,0.001330794527338008,0.04681118771103858,0.8382513063736077,0.8977696329296669,0.9293446393945992,0.9624832580023157,1.022870274762406,1237.3065392855865,1.0019090244058024
