date,discharge.daily,lnQ.daily,lnQ.bin1,lnQ.bin2,lnQ.bin1.weight,lnQ.bin2.weight
2021-10-01,0.2581429536613614,-1.3542417635495918,1,2,0.4326730241776626,0.5673269758223374
2021-10-02,0.2648617265164146,-1.3285473759044946,1,2,0.3985997977089883,0.6014002022910117
2021-10-03,0.2716994446665549,-1.3030588064733266,1,2,0.3647995059648716,0.6352004940351283
2021-10-04,0.306711018552608,-1.181849282349425,1,2,0.20406403241790871,0.7959359675820913
2021-10-05,0.4177200282729817,-0.8729438596867407,2,3,0.7944257655259729,0.20557423447402712
2021-10-06,0.39956215981488946,-0.9173859318495424,2,3,0.8533602227489396,0.14663977725106037
2021-10-07,0.3692066213358078,-0.9963988422352545,2,3,0.9581389326644157,0.04186106733558426
2021-10-08,0.3509489331186021,-1.0471145557915154,1,2,0.02539284108175141,0.9746071589182486
2021-10-09,NA,NA,NA,NA,NA,NA
2021-10-10,NA,NA,NA,NA,NA,NA
2021-10-11,NA,NA,NA,NA,NA,NA
2021-10-12,NA,NA,NA,NA,NA,NA
2021-10-13,0.47081433528792316,-0.7532914552746868,2,3,0.6357551823088927,0.3642448176911073
2021-10-14,0.500196915906705,-0.6927534262779284,2,3,0.5554759399908797,0.44452406000912026
2021-10-15,0.5227515693569905,-0.6486489385602715,2,3,0.4969891521738004,0.5030108478261996
2021-10-16,0.5768804998425743,-0.5501201399155173,2,3,0.3663304995419403,0.6336695004580597
2021-10-17,0.5470050725495891,-0.6032972032035392,2,3,0.43684839416464116,0.5631516058353588
2021-10-18,0.5607683282749266,-0.5784474208285413,2,3,0.40389519542506597,0.596104804574934
2021-10-19,0.5782247801797027,-0.5477925928645919,2,3,0.3632439485457421,0.6367560514542578
2021-10-20,0.5627096563253574,-0.5749914919910933,2,3,0.399312301776676,0.600687698223324
2021-10-21,0.539940256590219,-0.6162967814884632,2,3,0.45408708383561275,0.5459129161643872
2021-10-22,0.5602293603895897,-0.5794090069804425,2,3,0.4051703510417488,0.5948296489582512
2021-10-23,0.5755865148036092,-0.5523657323121476,2,3,0.3693083707931867,0.6306916292068133
2021-10-24,0.5818789827321098,-0.5414927863218394,2,3,0.35488979984973296,0.6451102001502671
2021-10-25,1.011750399864955,0.011681899994866869,3,4,0.6213270224856465,0.37867297751435347
2021-10-26,0.9391130940357699,-0.06281936609363863,3,4,0.7201228586308595,0.27987714136914055
2021-10-27,0.5576969548216661,-0.5839395558459936,2,3,0.4111782940857922,0.5888217059142078
2021-10-28,0.4914270965484521,-0.7104416788840551,2,3,0.5789322622511487,0.4210677377488513
2021-10-29,0.590003287517596,-0.5276271700341738,2,3,0.33650266058714323,0.6634973394128567
2021-10-30,0.6262894535885276,-0.4679426288253031,2,3,0.2573552250701572,0.7426447749298428
