date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,0.6714618121484371,0.001813636977976562,0.04745383718766009,0.5777891366609788,0.6405428237547217,0.6705485333226116,0.7025310600747631,0.7633836605936413,684.6079653525576,0.9994959369215192
