date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,1.6612179335760031,0.0014246712966725472,0.05011017690599064,1.5648999039580487,1.625824665081186,1.6621950792911346,1.6959839670269679,1.7571179414615583,1237.1504654887945,1.0029979841366106
