date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,1.4218629303328723,0.0024047061574904304,0.06060992883378885,1.305761748613291,1.379879465197816,1.4221920355494642,1.463467914271242,1.5387849895941712,635.2775633848814,1.00454341253285
