date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,5.271305294529945,0.007763720040491095,0.24120503654126227,4.819968905835121,5.107231910480172,5.268774444655705,5.426039919421547,5.775657670043252,965.2348886628453,1.0077091956388986
