date,GPP_mean,GPP_se_mean,GPP_sd,GPP_2.5pct,GPP_25pct,GPP_50pct,GPP_75pct,GPP_97.5pct,GPP_n_eff,GPP_Rhat,ER_mean,ER_se_mean,ER_sd,ER_2.5pct,ER_25pct,ER_50pct,ER_75pct,ER_97.5pct,ER_n_eff,ER_Rhat,DO_R2_mean,DO_R2_se_mean,DO_R2_sd,DO_R2_2.5pct,DO_R2_25pct,DO_R2_50pct,DO_R2_75pct,DO_R2_97.5pct,DO_R2_n_eff,DO_R2_Rhat,GPP_daily_mean,GPP_daily_se_mean,GPP_daily_sd,GPP_daily_2.5pct,GPP_daily_25pct,GPP_daily_50pct,GPP_daily_75pct,GPP_daily_97.5pct,GPP_daily_n_eff,GPP_daily_Rhat,ER_daily_mean,ER_daily_se_mean,ER_daily_sd,ER_daily_2.5pct,ER_daily_25pct,ER_daily_50pct,ER_daily_75pct,ER_daily_97.5pct,ER_daily_n_eff,ER_daily_Rhat,K600_daily_mean,K600_daily_se_mean,K600_daily_sd,K600_daily_2.5pct,K600_daily_25pct,K600_daily_50pct,K600_daily_75pct,K600_daily_97.5pct,K600_daily_n_eff,K600_daily_Rhat,K600_daily_predlog_mean,K600_daily_predlog_se_mean,K600_daily_predlog_sd,K600_daily_predlog_2.5pct,K600_daily_predlog_25pct,K600_daily_predlog_50pct,K600_daily_predlog_75pct,K600_daily_predlog_97.5pct,K600_daily_predlog_n_eff,K600_daily_predlog_Rhat,valid_day,warnings,errors
2017-10-01,0.043949383826159004,0.0055996868250063865,0.19324528733068408,-0.3420269525987412,-0.08950629135616861,0.04067716932356441,0.17290090509462053,0.41681631252062235,1190.9412709372425,1.0004058901849018,-8.113129220851919,0.09613042362718892,2.074706319988593,-12.07051837942313,-9.536843666888931,-8.132815820921735,-6.654552415972104,-4.1895445066333865,465.79148758624433,1.0015498513072019,0.9999431559475501,5.7650926759417675e-6,1.3986943993291235e-5,0.9999141536719303,0.9999343518214294,0.9999433784345247,0.9999530625770661,0.9999683146131119,5.886173857062642,1.375304522915487,0.043949383826096165,0.005599686824998379,0.19324528733040774,-0.34202695259825217,-0.08950629135604062,0.04067716932350624,0.17290090509437325,0.4168163125200264,1190.9412709372423,1.0004058901849018,-8.113129220851919,0.0961304236271889,2.0747063199885925,-12.070518379423126,-9.536843666888915,-8.132815820921738,-6.6545524159721055,-4.189544506633382,465.7914875862443,1.0015498513072019,7.489709606941789,0.09030353413882608,1.923885395932746,3.8579577422279496,6.147786028824724,7.541113213775325,8.82421587231947,11.182298433232527,453.8882094558601,1.0015870708136547,2.3275237898106194,0.010061157565072566,0.11336231354119114,2.091984601526699,2.2562587709382544,2.332513349765568,2.4077141326991707,2.539469472953161,126.95257094961879,1.0439771563041553,TRUE,,
2017-10-02,0.21434734996527882,0.005642339193013133,0.1940985712011687,-0.15908111944361292,0.08018990947657118,0.2091677088289295,0.3435147775439944,0.5924051853819183,1183.3856426512498,1.0030593746834375,-11.229952860988028,0.11804554807748015,2.430003238416894,-15.956879335843292,-12.778583943426762,-11.254168288437263,-9.71934743303218,-6.194240965677982,423.754651974254,1.016428166778628,0.9998669687408557,1.410702642949354e-5,3.4003664090448024e-5,0.9997941051212328,0.9998457080807482,0.9998675716620563,0.9998913457824068,0.9999276011142261,5.810058090427528,1.4099136996349753,0.21434734996497232,0.005642339193005066,0.19409857120089113,-0.15908111944338552,0.08018990947645652,0.2091677088286304,0.34351477754350324,0.5924051853810712,1183.3856426512493,1.0030593746834375,-11.22995286098803,0.11804554807748018,2.430003238416894,-15.956879335843288,-12.778583943426742,-11.254168288437267,-9.719347433032187,-6.194240965677983,423.7546519742537,1.016428166778628,10.63527765331806,0.11072124561133195,2.305755137668823,5.884734044175157,9.197815237084633,10.69288290333946,12.072355769747514,15.135746566437795,433.6750568805923,1.0149378358721133,2.374272055582717,0.010681000285390877,0.12709648812589458,2.1076782002986674,2.2925973131098347,2.379596716681682,2.464709987836788,2.6117472081073503,141.59347736360303,1.0422415026220768,TRUE,,
2017-10-03,-0.11586468082084526,0.005391197061479227,0.19005715077563634,-0.470442340751298,-0.24330098836651348,-0.11779393283297676,0.012664790691614462,0.2661284121004301,1242.7907589134493,1.0054289969277184,-11.069022856975762,0.15096945429304615,2.4913966809360755,-16.1154968749149,-12.729219684484159,-11.01169678700185,-9.377421901414234,-6.33888455128689,272.3375917041586,1.021515092915339,0.999816297413206,1.8966552409221855e-5,4.534821221382175e-5,0.9997247983307048,0.9997858551551833,0.9998149313553719,0.9998488442476233,0.9999011984851226,5.7166756191799415,1.3782164657841502,-0.11586468082067959,0.005391197061471516,0.19005715077536459,-0.4704423407506253,-0.24330098836616565,-0.11779393283280831,0.012664790691596352,0.26612841210004956,1242.7907589134502,1.0054289969277184,-11.069022856975762,0.15096945429304606,2.4913966809360755,-16.11549687491492,-12.729219684484159,-11.011696787001863,-9.377421901414223,-6.3388845512868786,272.33759170415885,1.0215150929153387,11.578618327157551,0.15671932181384657,2.575093901597933,6.666476484223213,9.76624525854751,11.570083470876583,13.254649561656741,16.90390017667444,269.98588116274595,1.0212664723762759,2.4127127344838963,0.011591947226414236,0.13949044956455847,2.126321394069694,2.321275417059045,2.4195018144300136,2.5092123149195014,2.6704245809519738,144.80253246349733,1.0408743630173505,TRUE,,
2017-10-04,0.19874449013925183,0.006768429839156946,0.197572978063957,-0.19097470196499736,0.06353262897809075,0.19857207568217422,0.3277376636814804,0.585650020802736,852.0777588717763,1.0032054572914182,-11.77627807082268,0.1714469894353129,2.5331743500802957,-16.70329461856212,-13.479950102045557,-11.794407015666291,-10.091085201284203,-6.825553763032246,218.30839510163082,1.0196324720014507,0.9997995591184052,2.2883541265072687e-5,5.128204656036484e-5,0.9996948695170639,0.9997666124330625,0.9997984767751154,0.9998371532298804,0.9998894081273951,5.0220869904854535,1.4302562847810458,0.19874449013896767,0.006768429839147267,0.1975729780636745,-0.19097470196472427,0.06353262897799991,0.19857207568189034,0.32773766368101176,0.5856500208018984,852.0777588717765,1.0032054572914182,-11.77627807082268,0.17144698943531297,2.5331743500802957,-16.703294618562133,-13.479950102045546,-11.794407015666277,-10.091085201284212,-6.8255537630322465,218.30839510163065,1.0196324720014507,12.071232330545923,0.17645967160625461,2.602734228218771,7.041834121929225,10.359978153862446,12.022367449907922,13.839102357740103,17.197984121751837,217.55482196653443,1.0193864860497013,2.42726538029757,0.011950203634365464,0.14438490023622694,2.129910400878306,2.3318147818009924,2.4341257435750245,2.5265134487093643,2.6948111564666664,145.97985992147184,1.0403894148058406,TRUE,,
2017-10-05,-0.03381852275922874,0.005038668716093498,0.18300627008155645,-0.39343223926166465,-0.15922189687615906,-0.036113299428055225,0.09516671477232065,0.3208997083780001,1319.1686715184896,1.0013928948386426,-12.99974271337726,0.20330733913610932,2.836963011585113,-18.645830387044917,-14.865979815683211,-12.920747490075533,-11.133758193788193,-7.417082977633772,194.71581832749985,1.0246353947563056,0.9996388420727749,3.8770245819337294e-5,9.306941494181626e-5,0.9994393593180709,0.9995794368529234,0.9996404742214549,0.9997067947404882,0.9998068218354569,5.762578551302089,1.4061264515947185,-0.03381852275918038,0.005038668716086294,0.18300627008129475,-0.3934322392611021,-0.15922189687593136,-0.03611329942800357,0.09516671477218458,0.32089970837754117,1319.168671518489,1.0013928948386426,-12.99974271337726,0.2033073391361092,2.836963011585113,-18.645830387044963,-14.865979815683225,-12.920747490075529,-11.133758193788204,-7.417082977633757,194.71581832750005,1.0246353947563056,12.721941568939707,0.19781070321629363,2.7676908258785664,7.312072787371219,10.955525975692808,12.632231647378134,14.575391704604503,18.158788122926627,195.76523706048386,1.0242133951835741,2.441732450956597,0.012313793925296966,0.14934418049132794,2.1341273614131917,2.3418331441631874,2.4494110804684355,2.543477847326191,2.720234572498336,147.0932844992878,1.0399278545875819,TRUE,,
2017-10-06,0.08880087899508676,0.005803936570319833,0.19056632009795205,-0.28527276298362475,-0.03856862528445013,0.09043100390451692,0.2104643311478601,0.4708488619838848,1078.0700483362739,1.0051021659856803,-13.540328315228432,0.16783409908502478,2.878181357541559,-19.03360644500377,-15.474588379650289,-13.592444920238858,-11.52191860168159,-8.094625234843898,294.0870550374415,1.0319334949656744,0.9997738214173746,2.3379507065667535e-5,5.5504530302034716e-5,0.9996616350985666,0.9997347860311376,0.999776339587635,0.9998137682728303,0.9998732243001651,5.6361969842891995,1.4046945487950109,0.08880087899495978,0.005803936570311533,0.19056632009767954,-0.2852727629832168,-0.03856862528439499,0.09043100390438763,0.21046433114755916,0.4708488619832114,1078.0700483362737,1.0051021659856803,-13.540328315228432,0.16783409908502472,2.8781813575415596,-19.033606445003745,-15.474588379650303,-13.59244492023885,-11.521918601681602,-8.094625234843898,294.0870550374417,1.0319334949656742,12.341184162201698,0.15138175201901724,2.6151002676083843,7.332701438309017,10.539055550860933,12.376510561671365,14.129612727962574,17.348528240295327,298.4211748509542,1.0300622923942397,2.4519107566965386,0.012576405011266558,0.15288430504795347,2.13638371950917,2.3498180804197464,2.460781383052682,2.556119594518387,2.737593121342459,147.77901822594137,1.0396157683482306,TRUE,,
2017-10-07,0.25888942798476605,0.0066826904370242005,0.19554346698432037,-0.1165475437543609,0.12552083656620133,0.2567861936643384,0.39056822567258404,0.6438406196622469,856.2171736200316,1.0050952323621365,-13.82584041455293,0.17494764255948364,2.958093964147157,-19.4470462924017,-15.814416434785215,-13.866464651808357,-11.84804451669947,-7.967574227607826,285.89577753160467,1.0152658761281106,0.9998037420405974,2.0020897031297168e-5,4.921304440738202e-5,0.9996936782299541,0.999772732398359,0.9998062333077995,0.9998386507302768,0.9998881937261526,6.042176398344113,1.3914257132746894,0.25888942798439585,0.006682690437014645,0.19554346698404076,-0.11654754375419427,0.12552083656602184,0.25678619366397126,0.39056822567202565,0.6438406196613263,856.2171736200319,1.0050952323621365,-13.82584041455293,0.17494764255948383,2.958093964147157,-19.447046292401673,-15.814416434785246,-13.866464651808366,-11.84804451669947,-7.967574227607832,285.8957775316041,1.0152658761281106,11.386503780541656,0.14410401458179836,2.4481717680184434,6.647266138765858,9.719755717040677,11.399438187455385,13.002146280681444,16.097324518512227,288.6234481811855,1.015010618388378,2.4405837809391473,0.012284335509656026,0.1489472254628977,2.1338727207136783,2.341114947235037,2.4481668217044428,2.542118217605802,2.717802522000185,147.01494870467104,1.0399637346092345,TRUE,,
2017-10-08,0.10580950206970542,0.005673467201504168,0.18391675013392056,-0.24768544701625553,-0.02429950505817717,0.10871036195941086,0.2347195865743059,0.45732440513862904,1050.8614760388407,1.0033266918495602,-15.62040289672012,0.17285901145245405,3.1906960442640613,-21.744236646546927,-17.849800578082757,-15.58931447303857,-13.413797875836018,-9.474312340232956,340.71151981076144,1.014630844191564,0.9996461364273499,3.690216165227806e-5,8.707423934374368e-5,0.9994713361713183,0.9995864154422112,0.9996472124656579,0.9997085363781035,0.9998049124275998,5.56769920650205,1.4387166670107416,0.10580950206955413,0.005673467201496051,0.18391675013365757,-0.24768544701590137,-0.02429950505814242,0.10871036195925542,0.2347195865739703,0.45732440513797495,1050.8614760388425,1.0033266918495602,-15.62040289672012,0.172859011452454,3.190696044264061,-21.744236646546906,-17.849800578082725,-15.58931447303857,-13.41379787583604,-9.474312340232968,340.71151981076156,1.014630844191564,11.616821259327443,0.1280071377567158,2.381499880581326,7.05957654556398,10.007948839501974,11.591421989858418,13.271431580413198,16.19271132172117,346.12482919553713,1.0146234828406044,2.414438883861307,0.011634085948788354,0.1400657385572987,2.1270217957644886,2.3225525185392306,2.4212535888108677,2.5111109421686124,2.6729543281713743,144.94368398594597,1.0408157960168833,TRUE,,
2017-10-09,0.047387146771074584,0.005783261361354328,0.19101928309549837,-0.3145638283326267,-0.08305297811086831,0.04294049088227995,0.17720224908782395,0.42636396917671004,1090.9598862484643,1.0055710688718567,-17.458206578090493,0.2124684895076166,3.6935484169442088,-24.40203703240872,-20.103133741675375,-17.409358840213883,-14.800799812716434,-10.34412384605125,302.2028334125336,1.0116472439001893,0.9921582078104728,7.974409103456155e-4,0.0018980751845916223,0.9882289128232774,0.9909362985557043,0.9921783848832193,0.9934890510197565,0.9955816208237271,5.665389826333548,1.3850545760946817,0.047387146771006826,0.0057832613613460595,0.19101928309522526,-0.31456382833217694,-0.08305297811074956,0.04294049088221854,0.17720224908757054,0.4263639691761004,1090.9598862484645,1.0055710688718567,-17.45820657809049,0.21246848950761657,3.6935484169442083,-24.402037032408717,-20.103133741675332,-17.4093588402139,-14.800799812716429,-10.344123846051229,302.2028334125336,1.0116472439001891,12.427327480912728,0.15094763254273405,2.617589737363295,7.336996757484331,10.595291476191125,12.409992622602605,14.297485382594001,17.291623448099312,300.7118529035753,1.0108899653949304,2.3853408122172017,0.010936253670323292,0.13057741287422148,2.113366022104309,2.302027721689466,2.391844617934686,2.4767573676372403,2.6263723822326113,142.5604208602497,1.041836989590316,TRUE,,
2017-10-10,0.10495582461881674,0.006026160725368575,0.1862753938226747,-0.2676042910605229,-0.022633733656720195,0.10122403271388872,0.23075301966867717,0.4749533239262452,955.4975089431063,1.0051581542544414,-17.026012854770006,0.14995907230469893,3.337084665163239,-23.848307991067557,-19.170308262849336,-16.83882289519,-14.653302384016172,-10.863566866726961,495.2094919072216,1.0138542636290282,-34511333481009864e13,35026694168690264e12,8351997339539532e13,-5222880308675166e14,-3997918559777726e14,-34472136445681656e13,-2842280500772016e14,-19613567761919807e13,5.685679746835861,1.3814323756759987,0.10495582461866666,0.006026160725359958,0.18627539382240832,-0.2676042910601402,-0.022633733656687836,0.101224032713744,0.2307530196683472,0.474953323925566,955.4975089431059,1.0051581542544414,-17.026012854770006,0.14995907230469877,3.337084665163239,-23.84830799106759,-19.17030826284931,-16.83882289519,-14.653302384016172,-10.863566866726972,495.2094919072228,1.0138542636290282,11.631684522293044,0.10215271421558833,2.2746071370544048,7.402874454981412,9.990094899570767,11.55702915973172,13.12445956357741,16.260784955178394,495.80736553137666,1.0141095088894474,2.331238996723985,0.010111138892214249,0.11438856461717294,2.0941266428661653,2.2594541485979684,2.3362613407079147,2.4116597318587547,2.546363725699761,127.98676691538668,1.043841611497418,TRUE,,
