date,solar.time,DO.obs,DO.sat,depth,temp.water,light,discharge,DO.mod
2021-10-01,2021-10-01T04:14:51Z,6.63,9.171027500361925,0.27383747565078276,19.5833,0,0.2554932939828129,6.63
2021-10-01,2021-10-01T04:29:51Z,6.55,9.171884724185068,0.2730238750921208,19.5867,0,0.25292052591146225,6.621744053622117
2021-10-01,2021-10-01T04:44:51Z,6.67,9.179876082325617,0.2735324277478007,19.5467,0,0.25452651684979094,6.614072501823012
2021-10-01,2021-10-01T04:59:51Z,6.83,9.192701355276068,0.27373579998237857,19.48,0,0.2551707694866843,6.607459406353329
2021-10-01,2021-10-01T05:14:51Z,6.84,9.19545840892353,0.2757679947368984,19.46,0,0.2616718370863116,6.602156943487948
2021-10-01,2021-10-01T05:29:51Z,6.86,9.20125068565346,0.27500624638851,19.4467,0,0.25922144040313067,6.597710058650835
2021-10-01,2021-10-01T05:44:51Z,6.82,9.21574471189694,0.27434574964542496,19.3833,0,0.2571099023129384,6.593563659528472
2021-10-01,2021-10-01T05:59:51Z,6.78,9.223672379975552,0.27490465056108665,19.35,3.288418770896007,0.2588958555041273,6.5900380767017666
2021-10-01,2021-10-01T06:14:51Z,6.77,9.227702421927797,0.2743965674902302,19.3433,61.27306170414545,0.25727192881878586,6.585904975243465
2021-10-01,2021-10-01T06:29:51Z,6.79,9.23419373555596,0.2753109923603357,19.3133,118.83014100061634,0.2601997960556675,6.5802991228423116
2021-10-01,2021-10-01T06:44:51Z,6.77,9.244407591205904,0.2753109923603357,19.2633,175.71307739537338,0.2601997960556675,6.573568367277173
2021-10-01,2021-10-01T06:59:51Z,6.77,9.247197642716111,0.27429493006473227,19.2533,231.67817977806584,0.2569479423312391,6.5651706480783965
2021-10-01,2021-10-01T07:14:51Z,6.81,9.253430707897982,0.2753109923603357,19.2233,286.48568918341203,0.2601997960556675,6.555464970714486
2021-10-01,2021-10-01T07:29:51Z,6.76,9.252835930152552,0.27546334201824396,19.23,339.9008058931303,0.26068987504895935,6.5448564946255905
2021-10-01,2021-10-01T07:44:51Z,6.74,9.25075346773026,0.27541256052577767,19.2467,391.6946953794346,0.26052644859750207,6.532983487770516
