date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,2.5555067986149407,0.006561721385313322,0.11746345919583406,2.3215355937646467,2.474753804208648,2.558866330442288,2.634718252696996,2.783425346763678,320.45717549703556,1.0103164451614381
