date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,1.642079231488155,0.011549958654241127,0.1463539247166175,1.3618361646655535,1.544620014606715,1.6438944017411492,1.7367955626127483,1.9245852659823797,160.5638922222133,1.0387515306228423
