date,solar.time,DO.obs,DO.sat,depth,temp.water,light,discharge,DO.mod
2023-01-01,2023-01-01T04:00:17Z,9.30333,11.285092517815022,0.20641592434412204,10.12,0,0.09769302868210689,9.30333
2023-01-01,2023-01-01T04:15:17Z,9.30333,11.290965652627968,0.21285547444448905,10.1,0,0.10845342024709256,9.309071286296987
2023-01-01,2023-01-01T04:30:17Z,9.31,11.298625391879964,0.20641592434412204,10.0733,0,0.09769302868210689,9.314809919109386
2023-01-01,2023-01-01T04:45:17Z,9.31333,11.306267060338572,0.20002520434100476,10.0467,0,0.08778214171435691,9.320073847886626
2023-01-01,2023-01-01T05:00:17Z,9.31667,11.31272157527111,0.20002520434100476,10.0267,0,0.08778214171435691,9.32509684164278
2023-01-01,2023-01-01T05:15:17Z,9.31667,11.319181544771844,0.20002520434100476,10.0067,0,0.08778214171435691,9.330123385217963
2023-01-01,2023-01-01T05:30:17Z,9.32333,11.32209674602695,0.20002520434100476,10,0,0.08778214171435691,9.335138667282887
2023-01-01,2023-01-01T05:45:17Z,9.32333,11.32322440118634,0.19371959604465383,10,0,0.07872075934384264,9.339861619469994
2023-01-01,2023-01-01T06:00:17Z,9.31667,11.325197797715274,0.19371959604465383,10,0,0.07872075934384264,9.344292297582616
2023-01-01,2023-01-01T06:15:17Z,9.32333,11.327171194244205,0.19371959604465383,10,0,0.07872075934384264,9.34869714659429
2023-01-01,2023-01-01T06:30:17Z,9.31667,11.329144590773137,0.19371959604465383,10,0,0.07872075934384264,9.353076438001155
2023-01-01,2023-01-01T06:45:17Z,9.32,11.332899564254522,0.19371959604465383,9.99333,0,0.07872075934384264,9.357437893019085
2023-01-01,2023-01-01T07:00:17Z,9.31667,11.33871786460672,0.18710150850781876,9.98,0,0.06994254517240696,9.361507553152691
2023-01-01,2023-01-01T07:15:17Z,9.32667,11.340974201538096,0.18710150850781876,9.98,0,0.06994254517240696,9.365282524389823
2023-01-01,2023-01-01T07:30:17Z,9.34333,11.343230538469475,0.18710150850781876,9.98,48.57415361295119,0.06994254517240696,9.369394466064096
2023-01-01,2023-01-01T07:45:17Z,9.35333,11.34548687540086,0.18710150850781876,9.98,97.62647037948264,0.06994254517240696,9.374196236741831
2023-01-01,2023-01-01T08:00:17Z,9.34667,11.348025254448656,0.18710150850781876,9.98,145.17282869426694,0.06994254517240696,9.379674603296472
2023-01-01,2023-01-01T08:15:17Z,9.36333,11.34877892849278,0.18710150850781876,9.98667,191.0097547010436,0.06994254517240696,9.385793100745866
2023-01-01,2023-01-01T08:30:17Z,9.37333,11.347750900903057,0.18084089715946589,10,234.9410899960527,0.06229700379728555,9.392268462156792
2023-01-01,2023-01-01T08:45:17Z,9.37333,11.350288125011678,0.18084089715946589,10,276.7788310857647,0.06229700379728555,9.399085863323046
2023-01-01,2023-01-01T09:00:17Z,9.40667,11.348704130204194,0.18084089715946589,10.0133,316.3439339562161,0.06229700379728555,9.40645228278116
2023-01-01,2023-01-01T09:15:17Z,9.42333,11.339988057300694,0.18084089715946589,10.0533,353.46708025866695,0.06229700379728555,9.414278513414354
2023-01-01,2023-01-01T09:30:17Z,9.44333,11.329500167405032,0.18084089715946589,10.1,387.98940193946424,0.06229700379728555,9.422484065337116
2023-01-01,2023-01-01T09:45:17Z,9.44333,11.319032234706524,0.18084089715946589,10.1467,419.7631611119088,0.06229700379728555,9.431016930982594
2023-01-01,2023-01-01T10:00:17Z,9.44333,11.302179032217827,0.1742762046358814,10.2133,448.6523822818892,0.05493463062124271,9.439598210698575
2023-01-01,2023-01-01T10:15:17Z,9.46667,11.294163796519184,0.1742762046358814,10.2467,474.5334342653078,0.05493463062124271,9.448199243952562
2023-01-01,2023-01-01T10:30:17Z,9.47667,11.25627174421869,0.1742762046358814,10.3933,497.2955592682442,0.05493463062124271,9.45689336408433
2023-01-01,2023-01-01T10:45:17Z,9.47333,11.227307197129138,0.1742762046358814,10.5067,516.8413468757956,0.05493463062124271,9.465538712148229
2023-01-01,2023-01-01T11:00:17Z,9.48667,11.212234048484405,0.1742762046358814,10.56,533.0871509211603,0.05493463062124271,9.474179881978975
2023-01-01,2023-01-01T11:15:17Z,9.51,11.209368310836002,0.1679288219011212,10.5667,545.9634474509622,0.04842176204243558,9.482691590303043
2023-01-01,2023-01-01T11:30:17Z,9.52667,11.194333842181916,0.1679288219011212,10.62,555.4151322589735,0.04842176204243558,9.4910247569119
2023-01-01,2023-01-01T11:45:17Z,9.51667,11.186260393074944,0.1679288219011212,10.6467,561.4017566896697,0.04842176204243558,9.499290414403411
2023-01-01,2023-01-01T12:00:17Z,9.52,11.18808577051147,0.1679288219011212,10.6333,563.8977007657412,0.04842176204243558,9.507506248983235
2023-01-01,2023-01-01T12:15:17Z,9.55,11.170798313061654,0.1679288219011212,10.6933,562.8922828128333,0.04842176204243558,9.515574882495324
2023-01-01,2023-01-01T12:30:17Z,9.55333,11.13628006926438,0.1679288219011212,10.82,558.3898051827101,0.04842176204243558,9.523279975660074
2023-01-01,2023-01-01T12:45:17Z,9.56333,11.119123564816828,0.16126538126264345,10.88,550.4095358430008,0.04219206166270703,9.530361079087253
2023-01-01,2023-01-01T13:00:17Z,9.57333,11.106605047430378,0.16126538126264345,10.92,538.9856259235384,0.04219206166270703,9.53686150012594
