Site,Year,Has.Data,Fit.Error,Fit.Time
NC_NHC,2017,Has Data,Fit Successful,51.3300000000745
NC_NHC,2018,Has Data,Fit Successful,57.7200000002049
NC_NHC,2019,Has Data,Fit Successful,38.4500000001863
NC_NHC,2020,Has Data,Fit Successful,43.0400000000373
NC_NHC,2021,Has Data,Fit Successful,46.75
NC_NHC,2022,Has Data,Fit Successful,46.2900000000373
