date_index,time_index,index,err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2.5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97.5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2.5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97.5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2.5pct,lp___25pct,lp___50pct,lp___75pct,lp___97.5pct,lp___n_eff,lp___Rhat
NA,NA,1,0.026574733392106715,6.170913750167242e-5,7.00764269590514e-4,0.025241501591084535,0.026110815227148733,0.026548748945901597,0.02703560469484312,0.02797443687732261,128.95700769137397,1.0344425657693812,1.3771212669833037,4.967716304070531e-4,0.015528929900714509,1.3465080324963123,1.3667899409638502,1.3767633820895742,1.3877135524348323,1.4086672245851097,977.1685628976367,1.0000053898587187,37366.378330013176,15.331423150190831,163.60507228424473,37062.11455365536,37255.371026143075,37363.51393728,37471.287900469404,37679.84940495999,113.8750517405419,1.03725170798467
