date_index,time_index,index,err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2.5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97.5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2.5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97.5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2.5pct,lp___25pct,lp___50pct,lp___75pct,lp___97.5pct,lp___n_eff,lp___Rhat
NA,NA,1,0.004042788376182635,2.2028369296755014e-4,4.160741384811295e-4,0.003181441588827845,0.00381037203921192,0.004099843538518162,0.004334263797643118,0.004819879219131671,3.5676048686884787,1.9872909479558112,3.24321630479961,4.278629073468762e-4,0.014288654924797138,3.2149759788977046,3.2336645313373182,3.2436002748849937,3.252699751819469,3.271372707984613,1115.25305161591,1.0135292030309608,210764.74305453253,1688.1111760182093,3137.5434152786765,205386.96250197696,208541.60537191437,210189.09614791663,212283.94587611675,217684.6180046515,3.4544379636295686,2.063507216407563
