Site,Year,Has.Data,Setup.Error,Fit.Error,Fit.Error.Text,Fit.Time
NC_NHC,2017,TRUE,FALSE,FALSE,NA,9936.31000000006
NC_NHC,2018,TRUE,FALSE,FALSE,NA,14194.3900000001
NC_NHC,2019,TRUE,FALSE,FALSE,NA,5940.43999999994
NC_NHC,2020,TRUE,FALSE,FALSE,NA,NA
NC_NHC,2021,TRUE,FALSE,FALSE,NA,7527.38000000035
NC_NHC,2022,TRUE,FALSE,FALSE,NA,9129.91999999993
