date_index,time_index,index,err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2.5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97.5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2.5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97.5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2.5pct,lp___25pct,lp___50pct,lp___75pct,lp___97.5pct,lp___n_eff,lp___Rhat
NA,NA,1,0.05216467196798313,5.3758081898254084e-5,6.390848181958506e-4,0.05093565050746906,0.051732389788435765,0.052172619330634246,0.05261060226577043,0.05341643112471512,141.328409794082,1.046015829455951,6.390960329707167,0.0010500345604613995,0.034533415344019804,6.3265487950435695,6.366915735987239,6.389487150730935,6.413707469995963,6.458025518096233,1081.6129467949504,1.0030084369255672,119105.36612862672,29.762351267422954,320.94242489838274,118511.11985089819,118876.44669272198,119107.16728216811,119315.7540026741,119751.79562568285,116.28395196488988,1.0546953387991016
