date_index,time_index,index,err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2.5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97.5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2.5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97.5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2.5pct,lp___25pct,lp___50pct,lp___75pct,lp___97.5pct,lp___n_eff,lp___Rhat
NA,NA,1,0.0042732069888494935,6.735821843714771e-4,0.0010345965374369507,0.002690986281761203,0.0033846879688966,0.004251122541499001,0.005111485161011548,0.005959762906670374,2.3591788019313698,5.106119181775216,5.04753448627646,0.0010236094318740215,0.02431745731288043,5.000032221671552,5.031379081555242,5.047417695489767,5.06388975545277,5.096526928045149,564.3749984107075,1.0151369941886712,157014.65537753224,3653.1679622233955,5688.393143346653,148754.9449115918,152265.82041003066,156525.374267625,161591.9996792508,166816.34361584554,2.424599034831688,4.927319776084338
