site,resolution,date,GPP,GPP.lower,GPP.upper,GPP.n_eff,GPP.Rhat,ER,ER.lower,ER.upper,ER.n_eff,ER.Rhat,K600,K600.lower,K600.upper,K600.n_eff,K600.Rhat,DO.obs,DO.sat,DO.amp,DO.psat,depth,temp.water,discharge,shortwave
NC_NHC,15min,2017-10-01,0.04067716932356441,-0.3420269525987412,0.41681631252062235,1190.9412709372425,1.0004058901849018,-8.132815820921735,-12.07051837942313,-4.1895445066333865,465.79148758624433,1.001549851307202,7.541113213775325,3.8579577422279496,11.182298433232528,453.8882094558601,1.0015870708136547,2.2771875,9.698543618962223,0,23.479685089498695,0.14947186943501958,17.1825,0.0325960766792551,263.8201141431947
NC_NHC,15min,2017-10-02,0.2091677088289295,-0.15908111944361292,0.5924051853819183,1183.3856426512498,1.0030593746834375,-11.254168288437263,-15.956879335843292,-6.194240965677982,423.754651974254,1.016428166778628,10.69288290333946,5.884734044175157,15.135746566437795,433.6750568805923,1.0149378358721133,2.5164583333333335,9.836364727994534,0,25.58321496732865,0.1454595645294096,16.635208333333335,0.029712922176733405,261.5065034615944
NC_NHC,15min,2017-10-03,-0.11779393283297676,-0.470442340751298,0.2661284121004301,1242.7907589134493,1.0054289969277184,-11.01169678700185,-16.1154968749149,-6.33888455128689,272.3375917041586,1.021515092915339,11.570083470876584,6.666476484223213,16.90390017667444,269.98588116274595,1.021266472376276,2.8613541666666666,9.89250496782112,0,28.924465299479106,0.1422435285881268,16.523333333333333,0.027534224516966892,259.2201016504434
NC_NHC,15min,2017-10-04,0.19857207568217425,-0.19097470196499736,0.585650020802736,852.0777588717763,1.0032054572914182,-11.794407015666293,-16.70329461856212,-6.825553763032246,218.3083951016308,1.019632472001451,12.022367449907922,7.041834121929225,17.197984121751837,217.55482196653443,1.0193864860497013,2.8915625,9.840779082423847,0,29.3834713266197,0.14104339161585586,16.570833333333333,0.02675176563403008,256.9284270035642
NC_NHC,15min,2017-10-05,-0.03611329942805522,-0.39343223926166465,0.3208997083780001,1319.1686715184896,1.0013928948386426,-12.920747490075533,-18.645830387044917,-7.417082977633772,194.71581832749985,1.0246353947563056,12.632231647378134,7.312072787371219,18.158788122926627,195.76523706048383,1.024213395183574,2.2860416666666667,9.706775214963644,0,23.550990066634906,0.13985666896899032,16.937916666666666,0.02599594906887271,254.632154420622
NC_NHC,15min,2017-10-06,0.09043100390451692,-0.28527276298362475,0.4708488619838848,1078.070048336274,1.0051021659856805,-13.592444920238858,-19.03360644500377,-8.094625234843898,294.0870550374415,1.0319334949656744,12.376510561671363,7.332701438309017,17.348528240295327,298.4211748509542,1.0300622923942395,1.723125,9.55968001468429,0,18.024923400711824,0.13879454541979994,17.536875,0.025329394877595897,252.33224756920646
NC_NHC,15min,2017-10-07,0.2567861936643384,-0.1165475437543609,0.6438406196622469,856.2171736200316,1.0050952323621365,-13.866464651808355,-19.4470462924017,-7.967574227607826,285.89577753160467,1.0152658761281106,11.399438187455385,6.647266138765858,16.097324518512227,288.6234481811855,1.015010618388378,1.1371875,9.416168099872657,0,12.07696685040467,0.13991122529465122,18.160416666666666,0.02605517161333047,250.02968043446023
NC_NHC,15min,2017-10-08,0.10871036195941086,-0.24768544701625553,0.45732440513862904,1050.8614760388407,1.0033266918495602,-15.58931447303857,-21.744236646546927,-9.474312340232956,340.71151981076144,1.014630844191564,11.591421989858418,7.05957654556398,16.19271132172117,346.12482919553713,1.0146234828406044,0.25677083333333334,9.034386792084133,0,2.8421501009710384,0.14210071630348683,20.080208333333335,0.027440230379963418,247.76771612873165
NC_NHC,15min,2017-10-09,0.04294049088227995,-0.3145638283326267,0.4263639691767101,1090.9598862484645,1.0055710688718569,-17.409358840213883,-24.40203703240872,-10.34412384605125,302.2028334125336,1.0116472439001891,12.409992622602603,7.336996757484331,17.291623448099312,300.7118529035753,1.0108899653949304,-0.004895833333333334,8.787194410787604,0,-0.055715545878021785,0.14452603891457394,21.53625,0.029068481021794476,245.51923638491323
NC_NHC,15min,2017-10-10,0.10122403271388872,-0.2676042910605229,0.4749533239262452,955.4975089431064,1.0051581542544414,-16.83882289519,-23.848307991067557,-10.86356686672696,495.2094919072216,1.0138542636290282,11.55702915973172,7.402874454981412,16.260784955178394,495.80736553137666,1.0141095088894474,-0.02,8.727637846269987,0,-0.2291570795246458,0.14913246227177096,22.005625,0.0323570518590269,243.27045476904624
