date_index,time_index,index,K600_daily_sigma_mean,K600_daily_sigma_se_mean,K600_daily_sigma_sd,K600_daily_sigma_2.5pct,K600_daily_sigma_25pct,K600_daily_sigma_50pct,K600_daily_sigma_75pct,K600_daily_sigma_97.5pct,K600_daily_sigma_n_eff,K600_daily_sigma_Rhat
NA,NA,1,1.3136503158033896,0.009928293232633471,0.10933673919102758,1.108581512916654,1.2428726181052046,1.3122039641873884,1.3822982497201888,1.5434073236409722,121.27828415073857,1.0096290523494165
